source_locator,reader_page,example_label,target_text,translation,gloss_or_segmentation,method,confidence_review_note,included,exclusion_reason,final_xml_path,final_s_id
page-151,151,12-6a-with-sua,mara’an sua Riau arapana’ʉ.,Riau跑得快。,,Direct comparison against official page image and positioned text XML,Optional subject marker split into variant with sua,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0304
page-151,151,12-6b-no-sua,mu’iarʉ nguain kumakʉnʉ ’uru.,他吃飯吃得很慢。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample and optional subject marker split into variant without sua,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0305
page-151,151,12-6b-with-sua,mu’iarʉ sua nguain kumakʉnʉ ’uru.,他吃飯吃得很慢。,,Direct comparison against official page image and positioned text XML,Optional subject marker split into variant with sua,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0306
page-151,151,12-7-no-sua,tavara’ʉ Vanau makananguru.,Vanau會游泳。,,Direct comparison against official page image and positioned text XML,Machine heading replaced and optional subject marker split into variant without sua,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0307
page-151,151,12-7-with-sua,tavara’ʉ sua Vanau makananguru.,Vanau會游泳。,,Direct comparison against official page image and positioned text XML,Optional subject marker split into variant with sua,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0308
page-151,151,12-8a,múciri kita kumakʉnʉ.,（因為沒有椅子）我們站著吃。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0309
page-151,151,12-8b,túpuru kita sumasʉpʉrʉ sinatʉ.,我們坐著唸書。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0310
page-152,152,12-9,nimakaturu cu ku mururu pangka isi.,我已經擦這桌子擦三次了。,,Direct comparison against official page image and positioned text XML,Retained complete printed sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0311
page-152,152,12-10a,’esi cu ku matiananai sumasʉpʉrʉ sinatʉ isi.,我已經在開始唸這本書了。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by complete printed subexample including continuation line,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0312
page-152,152,12-10b,matirupangʉ cu ku maramʉ mamíriki.,我撿完李子了。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0313
page-152,152,12-11a,ma’icʉpʉ ku marisinatʉ.,我害怕寫字。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0314
page-152,152,12-11b,manmaan ku múkusa tarisinata.,我喜歡上學（去學校）。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0315
page-153,153,12-12,muiri ’ikua sua takituturua marisinitʉ.,老師勉強我寫字。,,Direct comparison against official page image and positioned text XML,Restored printed spacing and punctuation and completed chapter 12,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0316
page-155,155,13-1,cinimʉ’ʉra kim manu isa tamna kavangvang tacau.,我們看過那個小孩全部的狗。,,Direct comparison against official page image and positioned text XML,Retained complete printed sentence and began chapter 13,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0317
page-156,156,13-2a,cinimʉ’ʉra ku Rangui tinitaini kʉna.,我看過Rangui丟過食物。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0318
page-156,156,13-2b,cinimʉ’ʉra ku manu ’esi murakʉrakʉ na nakʉnakʉ tatarʉ.,我看過小孩在床舖底下爬。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0319
page-156,156,13-2c,cinimʉ’ʉra ku ’esi murakʉrakʉ manu na nakʉnakʉ tatarʉ.,我看過小孩在床舖底下爬。,,Direct comparison against official page image and positioned text XML,Recovered printed subject-position variant and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0320
page-156,156,13-3a,tinimana ku Cimseeng paracani.,我聽過Cimseeng唱歌。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0321
page-156,156,13-3b,tinimana kita kavangvang masiaka Kau.,我們大家都聽到Kau罵髒話。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample and normalized inline infix notation to the surface form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0322
page-157,157,13-3c-no-miura,tinimana ku ma’anungu kani ’atai mataa Kini.,我聽過’atai和Kini吵過架。（用kani表示訊息是聽來的）,,Direct comparison against official page image and positioned text XML,Split optional parenthetical time adverb into variant without miʉra,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0323
page-157,157,13-3c-with-miura,tinimana ku miʉra ma’anungu kani ’atai mataa Kini.,我聽過’atai和Kini吵過架。（用kani表示訊息是聽來的）,,Direct comparison against official page image and positioned text XML,Split optional parenthetical time adverb into variant with miʉra,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0324
page-157,157,13-3d,tinimana ku ma’anungu ’Uku mataa Kau misee.,我聽到（有人）說’Uku和Kau吵過架。（用misee表示訊息是別人說的）,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0325
page-157,157,13-4,tavara’ʉ kara kasu Kanakanavu tamna niurina?,你知道卡那卡那富族的習俗傳統嗎？,,Direct comparison against official page image and positioned text XML,Restored printed spacing and punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0326
page-158,158,13-5a,tavara’ʉ kara kasu tia nukanmana nguain muru’ucangʉ?,你知道她什麼時候要結婚嗎？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0327
page-158,158,13-5b,"tavara’ʉ kara kasu sua ka’anmana tacau kumakʉnʉ ia, ka’anʉ cu’uan?",你知道狗兒所喜歡吃的食物並不是骨頭嗎？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0328
page-158,158,13-6a,potucucuru ku tia iávatu nguain.,我相信他會來。,,Direct comparison against official page image and positioned text XML,Restored printed spacing and punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0329
page-158,158,13-6b,pacʉpʉngʉ tia kara maká’ʉna arapipiningi nanakʉ ísua?,（族人）心想那女子會不會再出現？（節錄自附錄三：楠梓仙溪的故事（35））,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0330
page-159,159,13-7a,tavara’ʉ ku nimu’anupu nguain miʉra.,我知道他昨天有去狗獵。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0331
page-159,159,13-7b,tavara’ʉ ku ’esi ’umu’anupu nguain.,我知道他在狗獵。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0332
page-159,159,13-7c,tavara’ʉ ku nívatu kasu mamisa.,我知道你最近有來過。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0333
page-159,159,13-8,tavara’ʉ ku rumaringai.,我會設陷阱（我有能力設陷阱）。,,Direct comparison against official page image and positioned text XML,Restored printed spacing and punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0334
page-159,159,13-9,miana ka’anʉ tavara’ʉ kumakʉnʉ ’angírisi.,以前是不能吃豬肉的（以前的環境不允許吃豬肉）。,,Direct comparison against official page image and positioned text XML,Restored printed spacing and punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0335
page-160,160,13-10a,"makasi sua ’avia, “ka’anʉ ku tia múkusa ’akuan tamna tanasa sumasima’ʉ.”",’avia說：「我不要去’akuan家玩。」。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by complete matrix and quoted complement sentence with spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0336
page-160,160,13-10b,’esi ’apu’iarʉ ’akori mákari na Piori “aka mu’upu’upangʉ marivura’ʉ cau.”,’akori正在慢慢地跟Piori講：「隨便打人不好！」。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and restored quote boundaries,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0337
page-160,160,13-10c,“makananu múkusa Namásia?” ’esi kesoni cau isa na ’apu’u.,那個人在問’apu’u：「如何去那瑪夏？」,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and restored quote boundaries,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0338
page-161,161,13-10d,"mariivari ’atai na comin, “ka’anʉ cu ku tia mu’upu’upangʉ marivura’ʉ na cau nuari.”",’atai回答他爸爸：「我以後不會隨便打人了。」。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate and restored spacing and quote boundaries,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0339
page-161,161,13-10e,miseni kasu tumatúturu ’inia te kim múkusa Namásia nura.,你為什麼要告訴他我們明天要去那瑪夏。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0340
page-161,161,13-10f,tia iávatu nguain misee.,他說要來。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0341
page-162,162,13-11,"koo kee usʉ’ʉn na cʉpʉngʉ, tia aramamanʉng nusoni misee.",她沒放在心上，心想待會兒會好起來的。（節錄自附錄三：射日（31））,,Direct comparison against official page image and positioned text XML,Restored printed clause boundary spacing and punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0342
page-162,162,13-12a-sentence1,nakai niaranai nanu sua nganai Namásia isi?,但是那瑪夏這個名稱又是怎麼來的呢？,,Direct comparison against official page image and positioned text XML,Split multi-sentence example into its independently translated question,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0343
page-162,162,13-12a-sentence2,"matárava masini, makai ’akia pa mátʉa siatuturu.",到目前為止，似乎沒有一致的說法。（節錄自附錄三：楠梓仙溪的故事（9）-（10））,,Direct comparison against official page image and positioned text XML,Split multi-sentence example into its independently translated statement,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0344
page-162,162,13-12b,"marítarʉ noo aratatia cu manu isi, tavara’ʉ cu ku tumatúturu ’inia niate’i musu makananu aracakanʉ.",等這個孩子長大了，我會告訴（教）他你所留下來怎樣打獵（的技術）。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and restored clause spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0345
page-163,163,13-13,tavara’ʉ kara Pori masiKanakanavu?,Pori會講卡那卡那富語嗎？,,Direct comparison against official page image and positioned text XML,Restored printed spacing and punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0346
