pair,source_phrase_clean,ildrf_source_found,ildrf_reference_files,ildrf_chinese_glosses,glosbe_targets_for_source,mapping_supported_targets,mapping_different_targets,unmapped_targets,unattested_source_targets,decision
"xsy,en",ze'SiyaSe',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,直轄市,Municipality,,,Municipality,,keep_all_structurally_valid_targets
"xsy,en",ze:ez,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,駕駛,drive,,,drive,,keep_all_structurally_valid_targets
"xsy,en",ze:ezen,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,駕駛（受事）,drive,,,drive,,keep_all_structurally_valid_targets
"xsy,en",zinki''otobay,no,,,electric motorcycle,,,,electric motorcycle,keep_all_structurally_valid_targets
"xsy,en",zinowas,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,紙; 紙張,paper,,,paper,,keep_all_structurally_valid_targets
"xsy,en",ziyas,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,蝙蝠,bat,,,bat,,keep_all_structurally_valid_targets
"xsy,en",zozo',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,彌猴桃,kiwi fruit,,,kiwi fruit,,keep_all_structurally_valid_targets
"trv,en",Kari Seediq,no,,,Seediq,,,,Seediq,keep_all_structurally_valid_targets
"trv,en",abarao,no,,,they,,,,they,keep_all_structurally_valid_targets
"trv,en",ahing,no,,,shoulder,,,,shoulder,keep_all_structurally_valid_targets
"trv,en",arung,yes,Final_XML/Truku/Dictionary_Truku_trv.xml,愁眉苦臉; 穿山甲; 穿山甲（動物名）,pangolin,pangolin,,,,keep_all_structurally_valid_targets
"trv,en",bírat,no,,,ear,,,,ear,keep_all_structurally_valid_targets
"trv,en",bútul,no,,,short,,,,short,keep_all_structurally_valid_targets
"trv,en",búyas,no,,,belly,,,,belly,keep_all_structurally_valid_targets
"trv,en",babien,no,,,night,,,,night,keep_all_structurally_valid_targets
"trv,en",baga,yes,Final_XML/Truku/Dictionary_Truku_trv.xml,手,hand,hand,,,,keep_all_structurally_valid_targets
"trv,en",bahagai,no,,,white,,,,white,keep_all_structurally_valid_targets
"trv,en",bahani,no,,,bird; fowl,,,,bird; fowl,keep_all_structurally_valid_targets
"trv,en",balau,no,,,above,,,,above,keep_all_structurally_valid_targets
"trv,en",batunuch,no,,,stone,,,,stone,keep_all_structurally_valid_targets
"trv,en",birut,no,,,ear,,,,ear,keep_all_structurally_valid_targets
"trv,en",bnaqqail,no,,,gravel; grit; sand,,,,gravel; grit; sand,keep_all_structurally_valid_targets
"trv,en",bobo ceka naali,no,,,afternoon,,,,afternoon,keep_all_structurally_valid_targets
"trv,en",bwíhur,no,,,wind,,,,wind,keep_all_structurally_valid_targets
"trv,en",cúmiq,no,,,head louse; louse,,,,head louse; louse,keep_all_structurally_valid_targets
"trv,en",chilung timu,no,,,sea,,,,sea,keep_all_structurally_valid_targets
"trv,en",churuk,no,,,fish,,,,fish,keep_all_structurally_valid_targets
"trv,en",dálix,no,,,near,,,,near,keep_all_structurally_valid_targets
"trv,en",dóríq,no,,,eye,,,,eye,keep_all_structurally_valid_targets
"trv,en",daha,no,,,two,,,,two,keep_all_structurally_valid_targets
"trv,en",dehakuh,no,,,short,,,,short,keep_all_structurally_valid_targets
"trv,en",dehekko,no,,,short,,,,short,keep_all_structurally_valid_targets
"trv,en",dourŭk,no,,,eye,,,,eye,keep_all_structurally_valid_targets
"trv,en",hamangut,no,,,cook,,,,cook,keep_all_structurally_valid_targets
"trv,en",hapunek,no,,,fire,,,,fire,keep_all_structurally_valid_targets
"trv,en",hazi,no,,,leaf,,,,leaf,keep_all_structurally_valid_targets
"trv,en",hema,no,,,tongue,,,,tongue,keep_all_structurally_valid_targets
"trv,en",hulin,no,,,dog,,,,dog,keep_all_structurally_valid_targets
"trv,en",huling,yes,Final_XML/Truku/Dictionary_Truku_trv.xml,狗; 狗（動物名）,dog; doggy; hound,dog; doggy; hound,,,,keep_all_structurally_valid_targets
"trv,en",idass,no,,,moon,,,,moon,keep_all_structurally_valid_targets
"trv,en",iq,yes,Final_XML/Truku/Dictionary_Truku_trv.xml,好(指沒問題); 答應,good; well,good; well,,,,keep_all_structurally_valid_targets
"trv,en",issu,no,,,thou; you,,,,thou; you,keep_all_structurally_valid_targets
"trv,en",kúyuh,no,,,rain,,,,rain,keep_all_structurally_valid_targets
"trv,en",kahoni,no,,,stick; wood,,,,stick; wood,keep_all_structurally_valid_targets
"trv,en",kanuan,no,,,when,,,,when,keep_all_structurally_valid_targets
"trv,en",karat,yes,Final_XML/Truku/Dictionary_Truku_trv.xml,天空; 季節（四季）; 氣候,sky,,,sky,,keep_all_structurally_valid_targets
"trv,en",karengeul,no,,,smoke,,,,smoke,keep_all_structurally_valid_targets
"trv,en",kasia,no,,,water,,,,water,keep_all_structurally_valid_targets
"trv,en",kial,no,,,one,,,,one,keep_all_structurally_valid_targets
"trv,en",koak,no,,,mouth,,,,mouth,keep_all_structurally_valid_targets
"trv,en",komopach,no,,,work,,,,work,keep_all_structurally_valid_targets
"trv,en",kushun,no,,,day,,,,day,keep_all_structurally_valid_targets
"trv,en",kuzu,no,,,snake,,,,snake,keep_all_structurally_valid_targets
"trv,en",kuzuch,no,,,rain,,,,rain,keep_all_structurally_valid_targets
"trv,en",lícex,no,,,fat; grease; oil,,,,fat; grease; oil,keep_all_structurally_valid_targets
"trv,en",lakai,no,,,child,,,,child,keep_all_structurally_valid_targets
"trv,en",leminish,no,,,cry,,,,cry,keep_all_structurally_valid_targets
"trv,en",lima,no,,,five,,,,five,keep_all_structurally_valid_targets
"trv,en",máduk,no,,,hunt,,,,hunt,keep_all_structurally_valid_targets
"trv,en",máitaq,no,,,pierce; stab; stick; sting,,,,pierce; stab; stick; sting,keep_all_structurally_valid_targets
"trv,en",mímah,no,,,drink,,,,drink,keep_all_structurally_valid_targets
"trv,en",mabarua,no,,,thunder,,,,thunder,keep_all_structurally_valid_targets
"trv,en",mahokal,no,,,die,,,,die,keep_all_structurally_valid_targets
"trv,en",mahulish,no,,,laugh,,,,laugh,keep_all_structurally_valid_targets
"trv,en",maidzach,no,,,come,,,,come,keep_all_structurally_valid_targets
"trv,en",makakaisa,no,,,walk,,,,walk,keep_all_structurally_valid_targets
"trv,en",makaluch,no,,,ash; black,,,,ash; black,keep_all_structurally_valid_targets
"trv,en",makuun,no,,,night,,,,night,keep_all_structurally_valid_targets
"trv,en",malu,yes,Final_XML/Truku/Dictionary_Truku_trv.xml,好,good; well,good; well,,,,keep_all_structurally_valid_targets
"trv,en",malup,no,,,good; well,,,,good; well,keep_all_structurally_valid_targets
"trv,en",manakamakan,no,,,eat,,,,eat,keep_all_structurally_valid_targets
"trv,en",marangao,no,,,say,,,,say,keep_all_structurally_valid_targets
"trv,en",masekuich,no,,,cold,,,,cold,keep_all_structurally_valid_targets
"trv,en",matakai,no,,,sleep,,,,sleep,keep_all_structurally_valid_targets
"trv,en",matanach,no,,,red,,,,red,keep_all_structurally_valid_targets
"trv,en",mbánah,no,,,red,,,,red,keep_all_structurally_valid_targets
"trv,en",mqedin,no,,,woman,,,,woman,keep_all_structurally_valid_targets
"trv,en",mtáqi,no,,,sleep,,,,sleep,keep_all_structurally_valid_targets
"trv,en",náqah,no,,,bad; badly; evil,,,,bad; badly; evil,keep_all_structurally_valid_targets
"trv,en",nárat,no,,,right,,,,right,keep_all_structurally_valid_targets
"trv,en",níqan,no,,,and,,,,and,keep_all_structurally_valid_targets
"trv,en",nakach,no,,,bad; badly; evil,,,,bad; badly; evil,keep_all_structurally_valid_targets
"trv,en",nimah,yes,Final_XML/Truku/Dictionary_Truku_trv.xml,喝,drink,,,drink,,keep_all_structurally_valid_targets
"trv,en",pálit,no,,,feather; wing,,,,feather; wing,keep_all_structurally_valid_targets
"trv,en",púniq,no,,,fire,,,,fire,keep_all_structurally_valid_targets
"trv,en",papah,no,,,flower,,,,flower,keep_all_structurally_valid_targets
"trv,en",papuk,no,,,foot; leg,,,,foot; leg,keep_all_structurally_valid_targets
"trv,en",qáqai,no,,,foot; leg,,,,foot; leg,keep_all_structurally_valid_targets
"trv,en",qólit,no,,,rat,,,,rat,keep_all_structurally_valid_targets
"trv,en",qcurux,no,,,fish,,,,fish,keep_all_structurally_valid_targets
"trv,en",qsurux,yes,Final_XML/Truku/Dictionary_Truku_trv.xml,魚,fish,,,fish,,keep_all_structurally_valid_targets
"trv,en",quyu,yes,Final_XML/Truku/Dictionary_Truku_trv.xml,蛇(統稱); 蛇（動物名）,snake,,,snake,,keep_all_structurally_valid_targets
"trv,en",rúdan,no,,,ancient; old,,,,ancient; old,keep_all_structurally_valid_targets
"trv,en",rúmul,no,,,liver,,,,liver,keep_all_structurally_valid_targets
"trv,en",rúpun,no,,,tooth,,,,tooth,keep_all_structurally_valid_targets
"trv,en",ramut,no,,,all; everything,,,,all; everything,keep_all_structurally_valid_targets
"trv,en",rulung,yes,Final_XML/Truku/Dictionary_Truku_trv.xml,人名（男; 雲,cloud,cloud,,,,keep_all_structurally_valid_targets
"trv,en",sápah,no,,,house,,,,house,keep_all_structurally_valid_targets
"trv,en",sŭpŭt,no,,,four,,,,four,keep_all_structurally_valid_targets
"trv,en",sassaina,no,,,lightning,,,,lightning,keep_all_structurally_valid_targets
"trv,en",shuduh,no,,,grass,,,,grass,keep_all_structurally_valid_targets
"trv,en",sinuzuk,no,,,rope,,,,rope,keep_all_structurally_valid_targets
"trv,en",spat,yes,Final_XML/Truku/Dictionary_Truku_trv.xml,四,four,,,four,,keep_all_structurally_valid_targets
"trv,en",típix,no,,,little; small,,,,little; small,keep_all_structurally_valid_targets
"trv,en",túnuh,no,,,head,,,,head,keep_all_structurally_valid_targets
"trv,en",túyoq,no,,,Spucke; spit; spittle; sputum,,,,Spucke; spit; spittle; sputum,keep_all_structurally_valid_targets
"trv,en",taina,no,,,father,,,,father,keep_all_structurally_valid_targets
"trv,en",tama,yes,Final_XML/Truku/Dictionary_Truku_trv.xml,上帝; 父親; 爸爸,father,father,,,,keep_all_structurally_valid_targets
"trv,en",taqalíwaq,no,,,lightning,,,,lightning,keep_all_structurally_valid_targets
"trv,en",tarakarak,no,,,lie down,,,,lie down,keep_all_structurally_valid_targets
"trv,en",teru,no,,,three,,,,three,keep_all_structurally_valid_targets
"trv,en",tikoh,no,,,little; small,,,,little; small,keep_all_structurally_valid_targets
"trv,en",timu,no,,,salt,,,,salt,keep_all_structurally_valid_targets
"trv,en",tunuch,no,,,head,,,,head,keep_all_structurally_valid_targets
"trv,en",wái,no,,,that,,,,that,keep_all_structurally_valid_targets
"trv,en",wásau,no,,,leaf,,,,leaf,keep_all_structurally_valid_targets
"trv,en",yámi,no,,,we,,,,we,keep_all_structurally_valid_targets
"trv,en",yako,no,,,I,,,,I,keep_all_structurally_valid_targets
"trv,en",yamo,no,,,we,,,,we,keep_all_structurally_valid_targets
